Frequency (kHz),Shot noise measurement (dB),Total measured noise (dB),Total budgeted noise (dB),Shot noise average (dB)
50.048,0.04139005218393717,-0.5152225406790921,-0.6080291644238557,0.0
50.176,-0.006713140980758186,-0.48959658929522837,-0.628193996740027,0.0
50.304,0.00011453045137893564,-0.5993838109647927,-0.6176943888105171,0.0
50.432,0.014630277271877464,-0.6010051166778366,-0.6375076509146503,0.0
50.56,-0.0051016402095775855,-0.5274763577209928,-0.6312448959322402,0.0
50.688,-0.026616313299188833,-0.544433657813358,-0.596705102539337,0.0
50.816,-0.01584012457981335,-0.5717847644308844,-0.5632196419134197,0.0
50.944,0.03003223301976853,-0.5616083978909225,-0.6791968728298399,0.0
51.072,0.007286769590231841,-0.6229393153133915,-0.6649076460268939,0.0
51.2,0.02739948332298918,-0.5779828481044731,-0.596831504500359,0.0
51.328,0.005293163424247455,-0.5051222546696668,-0.5663201263500229,0.0
51.456,-0.016355125646088188,-0.3977100076271006,-0.5345781498276405,0.0
51.584,-1.9026188902569477e-05,-0.39251293504332235,-0.6065023365182016,0.0
51.712,0.014582277402002849,-0.5545513144679208,-0.6500762336998651,0.0
51.84,-0.018844331434826674,-0.540017202936397,-0.6356361998666615,0.0
51.968,-0.007962512261623712,-0.5351061396381946,-0.639942631453013,0.0
52.096000000000004,0.026922544861901238,-0.4744904400257629,-0.6226009482788533,0.0
52.224000000000004,0.01100583730815284,-0.4257006351574066,-0.5893779192259322,0.0
52.352000000000004,0.03291196137509291,-0.47914403565935626,-0.6043463945409977,0.0
52.480000000000004,0.04546243231082512,-0.5416678981485358,-0.5947872841163184,0.0
52.608000000000004,0.005923147343422408,-0.5136291320403084,-0.5610387636569305,0.0
52.736000000000004,-0.0008198155147628198,-0.5098432823620792,-0.5336760301477477,0.0
52.864000000000004,0.0550372558425129,-0.572986236956154,-0.5730557910183892,0.0
52.992000000000004,0.061064498534577016,-0.5272190143992903,-0.5680311874546915,0.0
53.120000000000005,0.006190075900108814,-0.41001248243281935,-0.5186870574628564,0.0
53.248000000000005,-0.0031852166953038677,-0.39730051505098996,-0.5710868699681617,0.0
53.376,-0.0010768673260482826,-0.3700440496199049,-0.5678559299784617,0.0
53.504,-0.009879395963659068,-0.21600657217355115,-0.5258334434963776,0.0
53.632,0.000543678554299367,-0.264863044846554,-0.5124201982551795,0.0
53.76,0.02340327871964616,-0.42062697593696696,-0.5025178459503934,0.0
53.888,-0.005463949382595589,-0.3490153267351556,-0.43394912813528896,0.0
54.016,0.0030712452277561614,-0.3728294234606661,-0.46587882814064097,0.0
54.144,-0.0010293745016288372,-0.40534912216901364,-0.5091399817175165,0.0
54.272,0.011616437621388621,-0.3426925431172131,-0.4705487106650688,0.0
54.4,0.029268521962938398,-0.31751567545317927,-0.4568511436499042,0.0
54.528,0.035982264959981344,-0.38076296784100994,-0.44223591167840476,0.0
54.656,0.02790538817878526,-0.3487199633656168,-0.47233931852020067,0.0
54.784,-0.0014111054224226949,-0.39265639363666166,-0.47679625434848016,0.0
54.912,0.03448538365423315,-0.44408746861069837,-0.4181435045246181,0.0
55.04,0.052462226902037265,-0.3261272701625756,-0.4582471513013476,0.0
55.168,0.03728916481996834,-0.34682196814802346,-0.4373750344573312,0.0
55.296,-0.030259200469073752,-0.3086081513940227,-0.4020625964025856,0.0
55.424,-0.02422309457566302,-0.3262899747181702,-0.395979298527659,0.0
55.552,0.005092650481895405,-0.2650448011579591,-0.4574375951395877,0.0
55.68,0.03405613549869799,-0.32772979632721694,-0.42438865826241073,0.0
55.808,0.01864532716734532,-0.2604292466857178,-0.3550183728823525,0.0
55.936,0.03755631326634718,-0.1048562058378796,-0.24300764139560932,0.0
56.064,0.05943398252221255,-0.13149190906672942,-0.1907439395941105,0.0
56.192,0.06863654956130052,-0.20893036573210644,-0.3091704275360939,0.0
56.32,0.06427806499544965,-0.21476646602644328,-0.32736872790040605,0.0
56.448,0.03851963433881723,-0.14985031860768158,-0.22763870017639531,0.0
56.576,0.03831929599464254,-0.15202469502904653,-0.16506768749598894,0.0
56.704,0.01217898186094281,-0.11782628983471083,-0.16500166320276405,0.0
56.832,-0.013713243889879463,-0.001487097405810778,-0.08801001101593195,0.0
