1.000000000000E+5, 1.000000000003E+5, 1.613602407718E-4, -1.455563412859E+2, 1.103991952963E+0, 0.000000000000E+0, -8.967904727924E+1, -4.496364627900E+1, -5.587729400663E+1
1.003489224883E+5, 1.003489224880E+5, 1.584587993429E-4, -1.447829836919E+2, 1.103991952963E+0, 0.000000000000E+0, -8.868624951841E+1, -4.511572630407E+1, -5.609673417352E+1
1.006990624457E+5, 1.006990624454E+5, 1.642023133156E-4, -1.458071720712E+2, 1.103991952963E+0, 0.000000000000E+0, -9.052823294410E+1, -4.482739024917E+1, -5.527893912715E+1
1.010504241200E+5, 1.010504241198E+5, 1.617448910242E-4, -1.455378255528E+2, 1.103991952963E+0, 0.000000000000E+0, -8.993172659429E+1, -4.491940538022E+1, -5.560609895846E+1
1.014030117743E+5, 1.014030117742E+5, 1.665728861236E-4, -1.467957986850E+2, 1.103991952963E+0, 0.000000000000E+0, -9.179717807618E+1, -4.463747908147E+1, -5.499862060886E+1
1.017568296862E+5, 1.017568296859E+5, 1.630271680930E-4, -1.456546153745E+2, 1.103991952963E+0, 0.000000000000E+0, -9.063729527370E+1, -4.485425873588E+1, -5.501732010077E+1
1.021118821484E+5, 1.021118821485E+5, 1.763157439880E-4, -1.488285934048E+2, 1.103991952963E+0, 0.000000000000E+0, -9.521529705289E+1, -4.411547803136E+1, -5.361329635190E+1
1.024681734685E+5, 1.024681734684E+5, 1.726143157144E-4, -1.473764897239E+2, 1.103991952963E+0, 0.000000000000E+0, -9.362614521090E+1, -4.436904302018E+1, -5.375034451300E+1
1.028257079691E+5, 1.028257079690E+5, 1.711811644728E-4, -1.469570161879E+2, 1.103991952963E+0, 0.000000000000E+0, -9.309203099847E+1, -4.445226687179E+1, -5.386498518947E+1
1.031844899879E+5, 1.031844899879E+5, 1.749584571455E-4, -1.475050795406E+2, 1.103991952963E+0, 0.000000000000E+0, -9.427504791093E+1, -4.426566210763E+1, -5.323003162962E+1
1.035445238779E+5, 1.035445238777E+5, 1.737079317474E-4, -1.472880019240E+2, 1.103991952963E+0, 0.000000000000E+0, -9.384897316994E+1, -4.431775388683E+1, -5.343902875409E+1
1.039058140072E+5, 1.039058140075E+5, 1.795859292001E-4, -1.483253961004E+2, 1.103991952963E+0, 0.000000000000E+0, -9.587101010331E+1, -4.404226811876E+1, -5.245438599712E+1
1.042683647589E+5, 1.042683647588E+5, 1.840798345667E-4, -1.489711121163E+2, 1.103991952963E+0, 0.000000000000E+0, -9.715205677338E+1, -4.385449049975E+1, -5.181905534292E+1
1.046321805317E+5, 1.046321805321E+5, 1.781588743840E-4, -1.473339437124E+2, 1.103991952963E+0, 0.000000000000E+0, -9.499779820622E+1, -4.415977289193E+1, -5.233614550615E+1
1.049972657396E+5, 1.049972657395E+5, 1.874751884676E-4, -1.492519257607E+2, 1.103991952963E+0, 0.000000000000E+0, -9.807866315196E+1, -4.370968796461E+1, -5.117326260871E+1
1.053636248119E+5, 1.053636248119E+5, 1.888151390879E-4, -1.495709415599E+2, 1.103991952963E+0, 0.000000000000E+0, -9.888563894156E+1, -4.364016342709E+1, -5.068530261836E+1
1.057312621934E+5, 1.057312621931E+5, 1.923997294289E-4, -1.505798984278E+2, 1.103991952963E+0, 0.000000000000E+0, -1.002523463373E+2, -4.343541736024E+1, -5.032755209051E+1
1.061001823444E+5, 1.061001823443E+5, 1.924082697768E-4, -1.515967537196E+2, 1.103991952963E+0, 0.000000000000E+0, -1.007994833386E+2, -4.332189876236E+1, -5.079727038100E+1
1.064703897407E+5, 1.064703897407E+5, 1.969397274557E-4, -1.522528779417E+2, 1.103991952963E+0, 0.000000000000E+0, -1.022946603476E+2, -4.312774821869E+1, -4.995821759403E+1
1.068418888739E+5, 1.068418888742E+5, 2.002469369756E-4, -1.520106138100E+2, 1.103991952963E+0, 0.000000000000E+0, -1.028400288939E+2, -4.306520853666E+1, -4.917058491608E+1
1.072146842511E+5, 1.072146842512E+5, 2.038169518313E-4, -1.518709295425E+2, 1.103991952963E+0, 0.000000000000E+0, -1.034718278460E+2, -4.296374327710E+1, -4.839910169653E+1
1.075887803952E+5, 1.075887803950E+5, 2.022946952197E-4, -1.517337072079E+2, 1.103991952963E+0, 0.000000000000E+0, -1.031214205083E+2, -4.300313001556E+1, -4.861228669960E+1
1.079641818449E+5, 1.079641818448E+5, 2.045072721515E-4, -1.527513213581E+2, 1.103991952963E+0, 0.000000000000E+0, -1.040766691601E+2, -4.284168087781E+1, -4.867465219794E+1
1.083408931547E+5, 1.083408931545E+5, 2.091426923356E-4, -1.541459926844E+2, 1.103991952963E+0, 0.000000000000E+0, -1.061829909230E+2, -4.259495330412E+1, -4.796300176139E+1
1.087189188950E+5, 1.087189188946E+5, 2.081793809902E-4, -1.542132924638E+2, 1.103991952963E+0, 0.000000000000E+0, -1.060106956860E+2, -4.259983959533E+1, -4.820259677785E+1
1.090982636520E+5, 1.090982636519E+5, 2.154153977261E-4, -1.544083056317E+2, 1.103991952963E+0, 0.000000000000E+0, -1.076930154581E+2, -4.245302743193E+1, -4.671529017364E+1
1.094789320283E+5, 1.094789320282E+5, 2.117322457440E-4, -1.543022783450E+2, 1.103991952963E+0, 0.000000000000E+0, -1.069464534834E+2, -4.252383054935E+1, -4.735582486158E+1
1.098609286421E+5, 1.098609286424E+5, 2.270623301759E-4, -1.580065539629E+2, 1.103991952963E+0, 0.000000000000E+0, -1.126559455953E+2, -4.180478837045E+1, -4.535060836765E+1
